acc_x,acc_y,acc_z,time
-0.007898740470409393,-0.03859614208340645,0.9991570711135864,2019-06-13 23:53:47.716327
-0.012341782450675964,-0.039802271872758865,0.9996444582939148,2019-06-13 23:53:48.728036
-0.01135443989187479,-0.04004349932074547,0.999400794506073,2019-06-13 23:53:49.740078
-0.011107604019343853,-0.03666633740067482,1.000862956047058,2019-06-13 23:53:50.752816
-0.010860768146812916,-0.03883736953139305,0.9998881816864014,2019-06-13 23:53:51.765107
-0.011107604019343853,-0.03811369463801384,0.999400794506073,2019-06-13 23:53:52.777673
-0.010613933205604553,-0.03859614208340645,0.9989133477210999,2019-06-13 23:53:53.794409
-0.010120261460542679,-0.03666633740067482,1.0006192922592163,2019-06-13 23:53:54.806758
-0.010367097333073616,-0.03859614208340645,0.9998881816864014,2019-06-13 23:53:55.819622
-0.007651905063539743,-0.04028472676873207,0.999400794506073,2019-06-13 23:53:56.831550
-0.012588618323206902,-0.038354918360710144,0.9998881816864014,2019-06-13 23:53:57.849606
-0.010860768146812916,-0.03931982070207596,0.9991570711135864,2019-06-13 23:53:58.861970
-0.010367097333073616,-0.037631239742040634,0.999400794506073,2019-06-13 23:53:59.873547
-0.010120261460542679,-0.039078593254089355,0.9996444582939148,2019-06-13 23:54:00.886983
-0.012588618323206902,-0.03883736953139305,0.9998881816864014,2019-06-13 23:54:01.899088
-0.008886083029210567,-0.03883736953139305,0.9998881816864014,2019-06-13 23:54:02.903100
-0.010367097333073616,-0.03859614208340645,0.9996444582939148,2019-06-13 23:54:03.916041
-0.010860768146812916,-0.03859614208340645,0.999400794506073,2019-06-13 23:54:04.933474
-0.008639248088002205,-0.03811369463801384,0.9996444582939148,2019-06-13 23:54:05.946564
-0.009379754774272442,-0.03714878484606743,0.9996444582939148,2019-06-13 23:54:06.959207
-0.011107604019343853,-0.038354918360710144,0.9996444582939148,2019-06-13 23:54:07.971944
-0.010860768146812916,-0.03931982070207596,0.9996444582939148,2019-06-13 23:54:08.973079
-0.010613933205604553,-0.03931982070207596,0.9991570711135864,2019-06-13 23:54:09.992322
-0.010613933205604553,-0.03811369463801384,1.0001319646835327,2019-06-13 23:54:11.005825
-0.009132918901741505,-0.03787246346473694,1.0001319646835327,2019-06-13 23:54:12.008675
-0.010613933205604553,-0.03811369463801384,1.0032999515533447,2019-06-13 23:54:13.020492
-0.01135443989187479,-0.036907561123371124,0.999400794506073,2019-06-13 23:54:14.023273
-0.010367097333073616,-0.03956104815006256,1.0011066198349,2019-06-13 23:54:15.034134
-0.00814557634294033,-0.038354918360710144,1.000375509262085,2019-06-13 23:54:16.046365
-0.010860768146812916,-0.03859614208340645,0.999400794506073,2019-06-13 23:54:17.059484
-0.009379754774272442,-0.038354918360710144,0.9996444582939148,2019-06-13 23:54:18.072084
-0.012588618323206902,-0.03883736953139305,0.999400794506073,2019-06-13 23:54:19.084083
-0.011107604019343853,-0.03811369463801384,0.9998881816864014,2019-06-13 23:54:20.096848
-0.008886083029210567,-0.03739001601934433,0.9991570711135864,2019-06-13 23:54:21.109254
-0.010613933205604553,-0.03811369463801384,0.9996444582939148,2019-06-13 23:54:22.125489
-0.009132918901741505,-0.03931982070207596,1.000862956047058,2019-06-13 23:54:23.138507
-0.010860768146812916,-0.03931982070207596,0.9996444582939148,2019-06-13 23:54:24.150057
-0.010367097333073616,-0.03931982070207596,0.9996444582939148,2019-06-13 23:54:25.163377
-0.011107604019343853,-0.03883736953139305,0.9996444582939148,2019-06-13 23:54:26.175255
-0.011601275764405727,-0.03859614208340645,1.000862956047058,2019-06-13 23:54:27.177365
-0.008886083029210567,-0.039078593254089355,0.999400794506073,2019-06-13 23:54:28.191931
-0.010860768146812916,-0.03883736953139305,0.9989133477210999,2019-06-13 23:54:29.207975
-0.009379754774272442,-0.03811369463801384,1.0020813941955566,2019-06-13 23:54:30.220454
-0.010613933205604553,-0.03811369463801384,0.9996444582939148,2019-06-13 23:54:31.239790
