acc_x,acc_y,acc_z,time
-0.011601275764405727,-0.038354918360710144,0.9998881816864014,2019-06-14 01:07:05.756281
-0.01135443989187479,-0.037631239742040634,0.999400794506073,2019-06-14 01:07:06.767613
-0.009379754774272442,-0.03956104815006256,0.9989133477210999,2019-06-14 01:07:07.781569
-0.009626590646803379,-0.03811369463801384,1.0001319646835327,2019-06-14 01:07:08.793880
-0.010367097333073616,-0.03811369463801384,0.999400794506073,2019-06-14 01:07:09.794505
-0.010367097333073616,-0.03956104815006256,0.9998881816864014,2019-06-14 01:07:10.814591
-0.01184811070561409,-0.037631239742040634,0.999400794506073,2019-06-14 01:07:11.827245
-0.009873425588011742,-0.03859614208340645,0.999400794506073,2019-06-14 01:07:12.838200
-0.009132918901741505,-0.03859614208340645,0.9998881816864014,2019-06-14 01:07:13.850034
-0.011601275764405727,-0.036907561123371124,0.9989133477210999,2019-06-14 01:07:14.853105
-0.010367097333073616,-0.038354918360710144,0.999400794506073,2019-06-14 01:07:15.868560
-0.010367097333073616,-0.03859614208340645,0.9996444582939148,2019-06-14 01:07:16.880597
-0.008886083029210567,-0.03883736953139305,0.9991570711135864,2019-06-14 01:07:17.891683
-0.009873425588011742,-0.039078593254089355,0.9998881816864014,2019-06-14 01:07:18.901634
-0.011601275764405727,-0.03811369463801384,0.9991570711135864,2019-06-14 01:07:19.912855
-0.010120261460542679,-0.03811369463801384,0.9991570711135864,2019-06-14 01:07:20.924309
-0.008886083029210567,-0.03787246346473694,0.999400794506073,2019-06-14 01:07:21.931901
-0.007651905063539743,-0.03787246346473694,0.999400794506073,2019-06-14 01:07:22.942702
-0.009873425588011742,-0.037631239742040634,1.0001319646835327,2019-06-14 01:07:23.953748
-0.009873425588011742,-0.037631239742040634,0.9998881816864014,2019-06-14 01:07:24.965194
-0.009626590646803379,-0.03811369463801384,1.0013504028320312,2019-06-14 01:07:25.978223
-0.010367097333073616,-0.03931982070207596,0.9998881816864014,2019-06-14 01:07:26.989112
-0.009626590646803379,-0.03787246346473694,1.0013504028320312,2019-06-14 01:07:27.999903
-0.010367097333073616,-0.037631239742040634,1.0001319646835327,2019-06-14 01:07:29.010873
-0.010613933205604553,-0.03739001601934433,0.9991570711135864,2019-06-14 01:07:30.022269
-0.010613933205604553,-0.03883736953139305,0.9996444582939148,2019-06-14 01:07:31.029203
-0.010367097333073616,-0.039078593254089355,0.9986696839332581,2019-06-14 01:07:32.039810
-0.013822796754539013,-0.03739001601934433,0.9996444582939148,2019-06-14 01:07:33.051339
-0.009626590646803379,-0.03739001601934433,0.9991570711135864,2019-06-14 01:07:34.062416
-0.01135443989187479,-0.039078593254089355,0.9998881816864014,2019-06-14 01:07:35.068920
